state,county,d_date,total
north carolina,brunswick,2020-05-02 00:00:00 +0000 UTC,44
oklahoma,payne,2020-05-02 00:00:00 +0000 UTC,44
arkansas,pope,2020-05-02 00:00:00 +0000 UTC,44
louisiana,catahoula,2020-05-02 00:00:00 +0000 UTC,44
tennessee,maury,2020-05-02 00:00:00 +0000 UTC,44
indiana,washington,2020-05-02 00:00:00 +0000 UTC,44
kentucky,hardin,2020-05-02 00:00:00 +0000 UTC,44
south carolina,georgetown,2020-05-02 00:00:00 +0000 UTC,44
georgia,washington,2020-05-02 00:00:00 +0000 UTC,44
nevada,humboldt,2020-05-02 00:00:00 +0000 UTC,44
west virginia,cabell,2020-05-02 00:00:00 +0000 UTC,44
tennessee,hickman,2020-05-02 00:00:00 +0000 UTC,44
michigan,montcalm,2020-05-02 00:00:00 +0000 UTC,45
mississippi,marshall,2020-05-02 00:00:00 +0000 UTC,45
alabama,autauga,2020-05-02 00:00:00 +0000 UTC,45
texas,liberty,2020-05-02 00:00:00 +0000 UTC,45
georgia,mcduffie,2020-05-02 00:00:00 +0000 UTC,45
idaho,jerome,2020-05-02 00:00:00 +0000 UTC,45
virginia,augusta,2020-05-02 00:00:00 +0000 UTC,45
illinois,jasper,2020-05-02 00:00:00 +0000 UTC,45
virginia,york,2020-05-02 00:00:00 +0000 UTC,46
wisconsin,jefferson,2020-05-02 00:00:00 +0000 UTC,46
virginia,louisa,2020-05-02 00:00:00 +0000 UTC,46
west virginia,marion,2020-05-02 00:00:00 +0000 UTC,46
virginia,winchester city,2020-05-02 00:00:00 +0000 UTC,46
vermont,bennington,2020-05-02 00:00:00 +0000 UTC,47
colorado,mesa,2020-05-02 00:00:00 +0000 UTC,47
oklahoma,kay,2020-05-02 00:00:00 +0000 UTC,47
mississippi,winston,2020-05-02 00:00:00 +0000 UTC,47
mississippi,clay,2020-05-02 00:00:00 +0000 UTC,47
california,el dorado,2020-05-02 00:00:00 +0000 UTC,47
mississippi,simpson,2020-05-02 00:00:00 +0000 UTC,47
north carolina,bertie,2020-05-02 00:00:00 +0000 UTC,47
north carolina,cleveland,2020-05-02 00:00:00 +0000 UTC,47
indiana,clinton,2020-05-02 00:00:00 +0000 UTC,47
nevada,carson city,2020-05-02 00:00:00 +0000 UTC,48
minnesota,wright,2020-05-02 00:00:00 +0000 UTC,48
tennessee,cheatham,2020-05-02 00:00:00 +0000 UTC,48
florida,bradford,2020-05-02 00:00:00 +0000 UTC,48
tennessee,gibson,2020-05-02 00:00:00 +0000 UTC,48
ohio,greene,2020-05-02 00:00:00 +0000 UTC,48
washington,adams,2020-05-02 00:00:00 +0000 UTC,48
colorado,delta,2020-05-02 00:00:00 +0000 UTC,48
texas,hunt,2020-05-02 00:00:00 +0000 UTC,48
nebraska,hamilton,2020-05-02 00:00:00 +0000 UTC,48
kansas,coffey,2020-05-02 00:00:00 +0000 UTC,48
missouri,lincoln,2020-05-02 00:00:00 +0000 UTC,48
pennsylvania,huntingdon,2020-05-02 00:00:00 +0000 UTC,48
oregon,jackson,2020-05-02 00:00:00 +0000 UTC,49
tennessee,sullivan,2020-05-02 00:00:00 +0000 UTC,49
tennessee,sevier,2020-05-02 00:00:00 +0000 UTC,49
vermont,rutland,2020-05-02 00:00:00 +0000 UTC,49
south carolina,marlboro,2020-05-02 00:00:00 +0000 UTC,49
pennsylvania,montour,2020-05-02 00:00:00 +0000 UTC,49
missouri,cape girardeau,2020-05-02 00:00:00 +0000 UTC,49
maine,waldo,2020-05-02 00:00:00 +0000 UTC,49
alabama,dallas,2020-05-02 00:00:00 +0000 UTC,49
alabama,choctaw,2020-05-02 00:00:00 +0000 UTC,49
new mexico,valencia,2020-05-02 00:00:00 +0000 UTC,49
kentucky,ohio,2020-05-02 00:00:00 +0000 UTC,49
alabama,jackson,2020-05-02 00:00:00 +0000 UTC,50
mississippi,lawrence,2020-05-02 00:00:00 +0000 UTC,50
minnesota,sherburne,2020-05-02 00:00:00 +0000 UTC,50
ohio,crawford,2020-05-02 00:00:00 +0000 UTC,50
texas,tom green,2020-05-02 00:00:00 +0000 UTC,50
iowa,clinton,2020-05-02 00:00:00 +0000 UTC,50
illinois,henry,2020-05-02 00:00:00 +0000 UTC,50
new york,cattaraugus,2020-05-02 00:00:00 +0000 UTC,50
georgia,oglethorpe,2020-05-02 00:00:00 +0000 UTC,50
indiana,daviess,2020-05-02 00:00:00 +0000 UTC,50
california,madera,2020-05-02 00:00:00 +0000 UTC,51
colorado,pitkin,2020-05-02 00:00:00 +0000 UTC,51
north carolina,onslow,2020-05-02 00:00:00 +0000 UTC,51
california,san benito,2020-05-02 00:00:00 +0000 UTC,51
wisconsin,sheboygan,2020-05-02 00:00:00 +0000 UTC,51
kansas,douglas,2020-05-02 00:00:00 +0000 UTC,51
south dakota,brown,2020-05-02 00:00:00 +0000 UTC,51
indiana,scott,2020-05-02 00:00:00 +0000 UTC,51
georgia,catoosa,2020-05-02 00:00:00 +0000 UTC,51
new york,cayuga,2020-05-02 00:00:00 +0000 UTC,51
michigan,marquette,2020-05-02 00:00:00 +0000 UTC,51
idaho,nez perce,2020-05-02 00:00:00 +0000 UTC,51
oklahoma,pottawatomie,2020-05-02 00:00:00 +0000 UTC,51
illinois,knox,2020-05-02 00:00:00 +0000 UTC,51
minnesota,scott,2020-05-02 00:00:00 +0000 UTC,52
tennessee,bradley,2020-05-02 00:00:00 +0000 UTC,52
kansas,riley,2020-05-02 00:00:00 +0000 UTC,52
mississippi,oktibbeha,2020-05-02 00:00:00 +0000 UTC,52
georgia,pierce,2020-05-02 00:00:00 +0000 UTC,52
pennsylvania,armstrong,2020-05-02 00:00:00 +0000 UTC,52
michigan,iosco,2020-05-02 00:00:00 +0000 UTC,52
alabama,hale,2020-05-02 00:00:00 +0000 UTC,52
iowa,bremer,2020-05-02 00:00:00 +0000 UTC,52
new hampshire,grafton,2020-05-02 00:00:00 +0000 UTC,53
missouri,cole,2020-05-02 00:00:00 +0000 UTC,53
washington,cowlitz,2020-05-02 00:00:00 +0000 UTC,53
south carolina,greenwood,2020-05-02 00:00:00 +0000 UTC,53
illinois,stephenson,2020-05-02 00:00:00 +0000 UTC,53
california,humboldt,2020-05-02 00:00:00 +0000 UTC,54
maine,androscoggin,2020-05-02 00:00:00 +0000 UTC,54
new york,montgomery,2020-05-02 00:00:00 +0000 UTC,54
oregon,lane,2020-05-02 00:00:00 +0000 UTC,54
georgia,bryan,2020-05-02 00:00:00 +0000 UTC,54
georgia,meriwether,2020-05-02 00:00:00 +0000 UTC,54
arkansas,union,2020-05-02 00:00:00 +0000 UTC,54
mississippi,calhoun,2020-05-02 00:00:00 +0000 UTC,54
alabama,chilton,2020-05-02 00:00:00 +0000 UTC,54
louisiana,morehouse,2020-05-02 00:00:00 +0000 UTC,54
alabama,pickens,2020-05-02 00:00:00 +0000 UTC,54
virginia,roanoke,2020-05-02 00:00:00 +0000 UTC,54
north dakota,stark,2020-05-02 00:00:00 +0000 UTC,54
mississippi,jasper,2020-05-02 00:00:00 +0000 UTC,54
virginia,prince edward,2020-05-02 00:00:00 +0000 UTC,55
mississippi,sunflower,2020-05-02 00:00:00 +0000 UTC,55
north carolina,richmond,2020-05-02 00:00:00 +0000 UTC,55
georgia,greene,2020-05-02 00:00:00 +0000 UTC,55
texas,angelina,2020-05-02 00:00:00 +0000 UTC,55
alabama,greene,2020-05-02 00:00:00 +0000 UTC,55
indiana,wabash,2020-05-02 00:00:00 +0000 UTC,55
tennessee,lake,2020-05-02 00:00:00 +0000 UTC,55
colorado,routt,2020-05-02 00:00:00 +0000 UTC,56
georgia,peach,2020-05-02 00:00:00 +0000 UTC,56
alabama,lauderdale,2020-05-02 00:00:00 +0000 UTC,56
mississippi,tippah,2020-05-02 00:00:00 +0000 UTC,56
north carolina,catawba,2020-05-02 00:00:00 +0000 UTC,56
alabama,marengo,2020-05-02 00:00:00 +0000 UTC,56
virginia,montgomery,2020-05-02 00:00:00 +0000 UTC,56
tennessee,washington,2020-05-02 00:00:00 +0000 UTC,57
alabama,cullman,2020-05-02 00:00:00 +0000 UTC,57
missouri,johnson,2020-05-02 00:00:00 +0000 UTC,57
maryland,queen anne's,2020-05-02 00:00:00 +0000 UTC,57
kentucky,bullitt,2020-05-02 00:00:00 +0000 UTC,57
michigan,crawford,2020-05-02 00:00:00 +0000 UTC,57
indiana,white,2020-05-02 00:00:00 +0000 UTC,57
virginia,colonial heights city,2020-05-02 00:00:00 +0000 UTC,57
florida,nassau,2020-05-02 00:00:00 +0000 UTC,58
virginia,charlottesville city,2020-05-02 00:00:00 +0000 UTC,58
south carolina,pickens,2020-05-02 00:00:00 +0000 UTC,58
ohio,erie,2020-05-02 00:00:00 +0000 UTC,58
mississippi,lowndes,2020-05-02 00:00:00 +0000 UTC,58
texas,comal,2020-05-02 00:00:00 +0000 UTC,58
kentucky,mccracken,2020-05-02 00:00:00 +0000 UTC,58
mississippi,clarke,2020-05-02 00:00:00 +0000 UTC,58
texas,gray,2020-05-02 00:00:00 +0000 UTC,58
florida,madison,2020-05-02 00:00:00 +0000 UTC,58
georgia,hancock,2020-05-02 00:00:00 +0000 UTC,58
minnesota,pine,2020-05-02 00:00:00 +0000 UTC,58
georgia,polk,2020-05-02 00:00:00 +0000 UTC,59
georgia,glynn,2020-05-02 00:00:00 +0000 UTC,59
louisiana,claiborne,2020-05-02 00:00:00 +0000 UTC,59
louisiana,evangeline,2020-05-02 00:00:00 +0000 UTC,59
tennessee,fayette,2020-05-02 00:00:00 +0000 UTC,59
south carolina,chesterfield,2020-05-02 00:00:00 +0000 UTC,59
michigan,van buren,2020-05-02 00:00:00 +0000 UTC,59
georgia,brooks,2020-05-02 00:00:00 +0000 UTC,59
georgia,johnson,2020-05-02 00:00:00 +0000 UTC,59
minnesota,carlton,2020-05-02 00:00:00 +0000 UTC,59
north carolina,wilkes,2020-05-02 00:00:00 +0000 UTC,59
maryland,dorchester,2020-05-02 00:00:00 +0000 UTC,59
kentucky,jackson,2020-05-02 00:00:00 +0000 UTC,59
arkansas,lawrence,2020-05-02 00:00:00 +0000 UTC,60
alabama,russell,2020-05-02 00:00:00 +0000 UTC,60
mississippi,carroll,2020-05-02 00:00:00 +0000 UTC,60
georgia,walker,2020-05-02 00:00:00 +0000 UTC,60
oregon,umatilla,2020-05-02 00:00:00 +0000 UTC,61
new york,delaware,2020-05-02 00:00:00 +0000 UTC,61
new york,herkimer,2020-05-02 00:00:00 +0000 UTC,61
vermont,addison,2020-05-02 00:00:00 +0000 UTC,61
idaho,kootenai,2020-05-02 00:00:00 +0000 UTC,61
iowa,poweshiek,2020-05-02 00:00:00 +0000 UTC,61
georgia,harris,2020-05-02 00:00:00 +0000 UTC,61
michigan,isabella,2020-05-02 00:00:00 +0000 UTC,61
virginia,warren,2020-05-02 00:00:00 +0000 UTC,61
indiana,newton,2020-05-02 00:00:00 +0000 UTC,61
new york,clinton,2020-05-02 00:00:00 +0000 UTC,62
new york,jefferson,2020-05-02 00:00:00 +0000 UTC,62
michigan,midland,2020-05-02 00:00:00 +0000 UTC,62
mississippi,itawamba,2020-05-02 00:00:00 +0000 UTC,62
virginia,lynchburg city,2020-05-02 00:00:00 +0000 UTC,62
north carolina,halifax,2020-05-02 00:00:00 +0000 UTC,62
texas,jones,2020-05-02 00:00:00 +0000 UTC,62
wisconsin,outagamie,2020-05-02 00:00:00 +0000 UTC,63
ohio,clark,2020-05-02 00:00:00 +0000 UTC,63
louisiana,unknown,2020-05-02 00:00:00 +0000 UTC,63
kentucky,henderson,2020-05-02 00:00:00 +0000 UTC,63
tennessee,blount,2020-05-02 00:00:00 +0000 UTC,63
georgia,lumpkin,2020-05-02 00:00:00 +0000 UTC,63
colorado,la plata,2020-05-02 00:00:00 +0000 UTC,63
new mexico,cibola,2020-05-02 00:00:00 +0000 UTC,63
pennsylvania,indiana,2020-05-02 00:00:00 +0000 UTC,63
missouri,cass,2020-05-02 00:00:00 +0000 UTC,64
texas,matagorda,2020-05-02 00:00:00 +0000 UTC,64
alabama,talladega,2020-05-02 00:00:00 +0000 UTC,64
georgia,laurens,2020-05-02 00:00:00 +0000 UTC,64
south carolina,saluda,2020-05-02 00:00:00 +0000 UTC,64
wisconsin,sauk,2020-05-02 00:00:00 +0000 UTC,64
georgia,oconee,2020-05-02 00:00:00 +0000 UTC,64
ohio,madison,2020-05-02 00:00:00 +0000 UTC,64
louisiana,jefferson davis,2020-05-02 00:00:00 +0000 UTC,64
oklahoma,caddo,2020-05-02 00:00:00 +0000 UTC,64
georgia,grady,2020-05-02 00:00:00 +0000 UTC,64
illinois,lasalle,2020-05-02 00:00:00 +0000 UTC,65
texas,wichita,2020-05-02 00:00:00 +0000 UTC,65
oklahoma,adair,2020-05-02 00:00:00 +0000 UTC,65
pennsylvania,lawrence,2020-05-02 00:00:00 +0000 UTC,65
oklahoma,rogers,2020-05-02 00:00:00 +0000 UTC,65
oklahoma,greer,2020-05-02 00:00:00 +0000 UTC,65
virgin islands,unknown,2020-05-02 00:00:00 +0000 UTC,66
mississippi,coahoma,2020-05-02 00:00:00 +0000 UTC,66
wyoming,teton,2020-05-02 00:00:00 +0000 UTC,66
georgia,dawson,2020-05-02 00:00:00 +0000 UTC,66
pennsylvania,mercer,2020-05-02 00:00:00 +0000 UTC,66
new york,oswego,2020-05-02 00:00:00 +0000 UTC,66
michigan,branch,2020-05-02 00:00:00 +0000 UTC,66
wisconsin,winnebago,2020-05-02 00:00:00 +0000 UTC,67
arkansas,saline,2020-05-02 00:00:00 +0000 UTC,67
mississippi,hancock,2020-05-02 00:00:00 +0000 UTC,67
indiana,vigo,2020-05-02 00:00:00 +0000 UTC,67
colorado,chaffee,2020-05-02 00:00:00 +0000 UTC,67
south carolina,dillon,2020-05-02 00:00:00 +0000 UTC,67
new york,otsego,2020-05-02 00:00:00 +0000 UTC,67
texas,lamar,2020-05-02 00:00:00 +0000 UTC,67
minnesota,winona,2020-05-02 00:00:00 +0000 UTC,67
mississippi,kemper,2020-05-02 00:00:00 +0000 UTC,67
mississippi,covington,2020-05-02 00:00:00 +0000 UTC,67
south carolina,lee,2020-05-02 00:00:00 +0000 UTC,68
florida,columbia,2020-05-02 00:00:00 +0000 UTC,68
utah,tooele,2020-05-02 00:00:00 +0000 UTC,69
new york,wyoming,2020-05-02 00:00:00 +0000 UTC,69
mississippi,wilkinson,2020-05-02 00:00:00 +0000 UTC,69
georgia,turner,2020-05-02 00:00:00 +0000 UTC,69
kentucky,grayson,2020-05-02 00:00:00 +0000 UTC,69
ohio,putnam,2020-05-02 00:00:00 +0000 UTC,69
alabama,lowndes,2020-05-02 00:00:00 +0000 UTC,70
california,napa,2020-05-02 00:00:00 +0000 UTC,71
utah,washington,2020-05-02 00:00:00 +0000 UTC,71
mississippi,lee,2020-05-02 00:00:00 +0000 UTC,71
vermont,windham,2020-05-02 00:00:00 +0000 UTC,71
indiana,putnam,2020-05-02 00:00:00 +0000 UTC,71
illinois,monroe,2020-05-02 00:00:00 +0000 UTC,71
texas,orange,2020-05-02 00:00:00 +0000 UTC,71
alabama,wilcox,2020-05-02 00:00:00 +0000 UTC,71
maryland,worcester,2020-05-02 00:00:00 +0000 UTC,72
louisiana,avoyelles,2020-05-02 00:00:00 +0000 UTC,72
north carolina,buncombe,2020-05-02 00:00:00 +0000 UTC,72
georgia,appling,2020-05-02 00:00:00 +0000 UTC,72
alabama,sumter,2020-05-02 00:00:00 +0000 UTC,72
wisconsin,fond du lac,2020-05-02 00:00:00 +0000 UTC,73
arkansas,cleburne,2020-05-02 00:00:00 +0000 UTC,73
hawaii,hawaii,2020-05-02 00:00:00 +0000 UTC,73
alabama,st. clair,2020-05-02 00:00:00 +0000 UTC,73
new york,wayne,2020-05-02 00:00:00 +0000 UTC,73
louisiana,richland,2020-05-02 00:00:00 +0000 UTC,73
alabama,morgan,2020-05-02 00:00:00 +0000 UTC,73
nebraska,dodge,2020-05-02 00:00:00 +0000 UTC,73
alabama,pike,2020-05-02 00:00:00 +0000 UTC,73
georgia,gilmer,2020-05-02 00:00:00 +0000 UTC,73
tennessee,cumberland,2020-05-02 00:00:00 +0000 UTC,74
oklahoma,mcclain,2020-05-02 00:00:00 +0000 UTC,74
minnesota,st. louis,2020-05-02 00:00:00 +0000 UTC,74
alabama,randolph,2020-05-02 00:00:00 +0000 UTC,74
florida,bay,2020-05-02 00:00:00 +0000 UTC,75
mississippi,marion,2020-05-02 00:00:00 +0000 UTC,75
ohio,morrow,2020-05-02 00:00:00 +0000 UTC,75
illinois,warren,2020-05-02 00:00:00 +0000 UTC,75
ohio,darke,2020-05-02 00:00:00 +0000 UTC,76
arkansas,faulkner,2020-05-02 00:00:00 +0000 UTC,76
new york,livingston,2020-05-02 00:00:00 +0000 UTC,76
missouri,scott,2020-05-02 00:00:00 +0000 UTC,76
louisiana,bienville,2020-05-02 00:00:00 +0000 UTC,76
mississippi,chickasaw,2020-05-02 00:00:00 +0000 UTC,76
virginia,fluvanna,2020-05-02 00:00:00 +0000 UTC,76
oklahoma,osage,2020-05-02 00:00:00 +0000 UTC,76
virginia,manassas park city,2020-05-02 00:00:00 +0000 UTC,76
tennessee,dickson,2020-05-02 00:00:00 +0000 UTC,77
mississippi,washington,2020-05-02 00:00:00 +0000 UTC,77
missouri,clay,2020-05-02 00:00:00 +0000 UTC,77
alabama,dekalb,2020-05-02 00:00:00 +0000 UTC,77
oregon,deschutes,2020-05-02 00:00:00 +0000 UTC,78
virginia,goochland,2020-05-02 00:00:00 +0000 UTC,78
mississippi,smith,2020-05-02 00:00:00 +0000 UTC,78
georgia,white,2020-05-02 00:00:00 +0000 UTC,78
utah,san juan,2020-05-02 00:00:00 +0000 UTC,78
texas,ector,2020-05-02 00:00:00 +0000 UTC,78
mississippi,warren,2020-05-02 00:00:00 +0000 UTC,78
west virginia,jefferson,2020-05-02 00:00:00 +0000 UTC,79
north carolina,new hanover,2020-05-02 00:00:00 +0000 UTC,79
new york,fulton,2020-05-02 00:00:00 +0000 UTC,79
maryland,caroline,2020-05-02 00:00:00 +0000 UTC,79
mississippi,noxubee,2020-05-02 00:00:00 +0000 UTC,79
north dakota,burleigh,2020-05-02 00:00:00 +0000 UTC,80
florida,monroe,2020-05-02 00:00:00 +0000 UTC,80
oklahoma,creek,2020-05-02 00:00:00 +0000 UTC,80
maryland,kent,2020-05-02 00:00:00 +0000 UTC,80
virginia,roanoke city,2020-05-02 00:00:00 +0000 UTC,80
indiana,jennings,2020-05-02 00:00:00 +0000 UTC,81
arkansas,craighead,2020-05-02 00:00:00 +0000 UTC,81
south carolina,orangeburg,2020-05-02 00:00:00 +0000 UTC,81
georgia,macon,2020-05-02 00:00:00 +0000 UTC,81
pennsylvania,lycoming,2020-05-02 00:00:00 +0000 UTC,81
kentucky,adair,2020-05-02 00:00:00 +0000 UTC,81
montana,yellowstone,2020-05-02 00:00:00 +0000 UTC,82
maine,penobscot,2020-05-02 00:00:00 +0000 UTC,82
alabama,marion,2020-05-02 00:00:00 +0000 UTC,82
texas,midland,2020-05-02 00:00:00 +0000 UTC,82
pennsylvania,fayette,2020-05-02 00:00:00 +0000 UTC,82
washington,douglas,2020-05-02 00:00:00 +0000 UTC,82
north carolina,lenoir,2020-05-02 00:00:00 +0000 UTC,82
michigan,alpena,2020-05-02 00:00:00 +0000 UTC,82
alaska,fairbanks north star borough,2020-05-02 00:00:00 +0000 UTC,83
north carolina,sampson,2020-05-02 00:00:00 +0000 UTC,83
north carolina,moore,2020-05-02 00:00:00 +0000 UTC,83
texas,bastrop,2020-05-02 00:00:00 +0000 UTC,83
indiana,noble,2020-05-02 00:00:00 +0000 UTC,84
pennsylvania,juniata,2020-05-02 00:00:00 +0000 UTC,84
oklahoma,comanche,2020-05-02 00:00:00 +0000 UTC,84
pennsylvania,susquehanna,2020-05-02 00:00:00 +0000 UTC,84
illinois,jefferson,2020-05-02 00:00:00 +0000 UTC,84
texas,guadalupe,2020-05-02 00:00:00 +0000 UTC,85
texas,rockwall,2020-05-02 00:00:00 +0000 UTC,85
florida,highlands,2020-05-02 00:00:00 +0000 UTC,86
georgia,burke,2020-05-02 00:00:00 +0000 UTC,86
texas,gregg,2020-05-02 00:00:00 +0000 UTC,87
oregon,linn,2020-05-02 00:00:00 +0000 UTC,87
arkansas,washington,2020-05-02 00:00:00 +0000 UTC,87
arizona,yavapai,2020-05-02 00:00:00 +0000 UTC,87
louisiana,natchitoches,2020-05-02 00:00:00 +0000 UTC,87
georgia,stephens,2020-05-02 00:00:00 +0000 UTC,87
texas,kaufman,2020-05-02 00:00:00 +0000 UTC,87
michigan,ionia,2020-05-02 00:00:00 +0000 UTC,87
arkansas,st. francis,2020-05-02 00:00:00 +0000 UTC,87
washington,walla walla,2020-05-02 00:00:00 +0000 UTC,88
kentucky,christian,2020-05-02 00:00:00 +0000 UTC,88
louisiana,lincoln,2020-05-02 00:00:00 +0000 UTC,88
mississippi,newton,2020-05-02 00:00:00 +0000 UTC,88
south carolina,williamsburg,2020-05-02 00:00:00 +0000 UTC,88
missouri,greene,2020-05-02 00:00:00 +0000 UTC,89
wisconsin,ozaukee,2020-05-02 00:00:00 +0000 UTC,89
ohio,richland,2020-05-02 00:00:00 +0000 UTC,89
mississippi,lafayette,2020-05-02 00:00:00 +0000 UTC,89
arizona,yuma,2020-05-02 00:00:00 +0000 UTC,89
north carolina,northampton,2020-05-02 00:00:00 +0000 UTC,89
west virginia,wayne,2020-05-02 00:00:00 +0000 UTC,89
new york,tioga,2020-05-02 00:00:00 +0000 UTC,90
texas,johnson,2020-05-02 00:00:00 +0000 UTC,90
pennsylvania,erie,2020-05-02 00:00:00 +0000 UTC,90
louisiana,allen,2020-05-02 00:00:00 +0000 UTC,90
georgia,decatur,2020-05-02 00:00:00 +0000 UTC,90
georgia,wilcox,2020-05-02 00:00:00 +0000 UTC,90
texas,mclennan,2020-05-02 00:00:00 +0000 UTC,91
oklahoma,delaware,2020-05-02 00:00:00 +0000 UTC,91
illinois,whiteside,2020-05-02 00:00:00 +0000 UTC,92
new york,ontario,2020-05-02 00:00:00 +0000 UTC,92
florida,hernando,2020-05-02 00:00:00 +0000 UTC,92
florida,indian river,2020-05-02 00:00:00 +0000 UTC,92
louisiana,webster,2020-05-02 00:00:00 +0000 UTC,92
alabama,butler,2020-05-02 00:00:00 +0000 UTC,92
kentucky,campbell,2020-05-02 00:00:00 +0000 UTC,92
alabama,elmore,2020-05-02 00:00:00 +0000 UTC,93
iowa,allamakee,2020-05-02 00:00:00 +0000 UTC,93
michigan,otsego,2020-05-02 00:00:00 +0000 UTC,93
alabama,houston,2020-05-02 00:00:00 +0000 UTC,93
new york,orleans,2020-05-02 00:00:00 +0000 UTC,93
indiana,ripley,2020-05-02 00:00:00 +0000 UTC,94
virginia,northampton,2020-05-02 00:00:00 +0000 UTC,94
colorado,garfield,2020-05-02 00:00:00 +0000 UTC,95
indiana,greene,2020-05-02 00:00:00 +0000 UTC,95
iowa,unknown,2020-05-02 00:00:00 +0000 UTC,95
pennsylvania,centre,2020-05-02 00:00:00 +0000 UTC,96
indiana,montgomery,2020-05-02 00:00:00 +0000 UTC,96
florida,hendry,2020-05-02 00:00:00 +0000 UTC,96
indiana,franklin,2020-05-02 00:00:00 +0000 UTC,97
north carolina,hoke,2020-05-02 00:00:00 +0000 UTC,97
alabama,walker,2020-05-02 00:00:00 +0000 UTC,97
tennessee,mcminn,2020-05-02 00:00:00 +0000 UTC,97
oklahoma,canadian,2020-05-02 00:00:00 +0000 UTC,98
alabama,calhoun,2020-05-02 00:00:00 +0000 UTC,98
vermont,franklin,2020-05-02 00:00:00 +0000 UTC,98
pennsylvania,northumberland,2020-05-02 00:00:00 +0000 UTC,98
north carolina,edgecombe,2020-05-02 00:00:00 +0000 UTC,98
florida,citrus,2020-05-02 00:00:00 +0000 UTC,99
wyoming,laramie,2020-05-02 00:00:00 +0000 UTC,99
new york,chenango,2020-05-02 00:00:00 +0000 UTC,99
illinois,mclean,2020-05-02 00:00:00 +0000 UTC,99
tennessee,tipton,2020-05-02 00:00:00 +0000 UTC,99
ohio,clermont,2020-05-02 00:00:00 +0000 UTC,99
virginia,isle of wight,2020-05-02 00:00:00 +0000 UTC,99
north carolina,nash,2020-05-02 00:00:00 +0000 UTC,99
south carolina,lancaster,2020-05-02 00:00:00 +0000 UTC,100
wisconsin,washington,2020-05-02 00:00:00 +0000 UTC,100
south carolina,dorchester,2020-05-02 00:00:00 +0000 UTC,100
alabama,franklin,2020-05-02 00:00:00 +0000 UTC,100
ohio,washington,2020-05-02 00:00:00 +0000 UTC,100
texas,bowie,2020-05-02 00:00:00 +0000 UTC,101
illinois,peoria,2020-05-02 00:00:00 +0000 UTC,101
indiana,warrick,2020-05-02 00:00:00 +0000 UTC,101
louisiana,pointe coupee,2020-05-02 00:00:00 +0000 UTC,101
missouri,boone,2020-05-02 00:00:00 +0000 UTC,102
colorado,montrose,2020-05-02 00:00:00 +0000 UTC,102
georgia,calhoun,2020-05-02 00:00:00 +0000 UTC,103
pennsylvania,wayne,2020-05-02 00:00:00 +0000 UTC,104
maine,kennebec,2020-05-02 00:00:00 +0000 UTC,104
north carolina,franklin,2020-05-02 00:00:00 +0000 UTC,104
virginia,mecklenburg,2020-05-02 00:00:00 +0000 UTC,104
florida,gadsden,2020-05-02 00:00:00 +0000 UTC,104
indiana,orange,2020-05-02 00:00:00 +0000 UTC,104
mississippi,bolivar,2020-05-02 00:00:00 +0000 UTC,105
west virginia,monongalia,2020-05-02 00:00:00 +0000 UTC,105
south carolina,aiken,2020-05-02 00:00:00 +0000 UTC,105
virginia,albemarle,2020-05-02 00:00:00 +0000 UTC,105
indiana,lawrence,2020-05-02 00:00:00 +0000 UTC,105
michigan,lenawee,2020-05-02 00:00:00 +0000 UTC,105
new mexico,santa fe,2020-05-02 00:00:00 +0000 UTC,107
texas,nueces,2020-05-02 00:00:00 +0000 UTC,107
texas,hardin,2020-05-02 00:00:00 +0000 UTC,107
virginia,page,2020-05-02 00:00:00 +0000 UTC,107
michigan,allegan,2020-05-02 00:00:00 +0000 UTC,108
georgia,jackson,2020-05-02 00:00:00 +0000 UTC,108
ohio,tuscarawas,2020-05-02 00:00:00 +0000 UTC,109
indiana,miami,2020-05-02 00:00:00 +0000 UTC,109
illinois,clinton,2020-05-02 00:00:00 +0000 UTC,110
louisiana,west baton rouge,2020-05-02 00:00:00 +0000 UTC,110
north carolina,burke,2020-05-02 00:00:00 +0000 UTC,110
washington,thurston,2020-05-02 00:00:00 +0000 UTC,111
minnesota,martin,2020-05-02 00:00:00 +0000 UTC,111
arkansas,benton,2020-05-02 00:00:00 +0000 UTC,112
georgia,gordon,2020-05-02 00:00:00 +0000 UTC,113
nebraska,buffalo,2020-05-02 00:00:00 +0000 UTC,113
michigan,tuscola,2020-05-02 00:00:00 +0000 UTC,113
north carolina,vance,2020-05-02 00:00:00 +0000 UTC,113
north carolina,duplin,2020-05-02 00:00:00 +0000 UTC,113
tennessee,macon,2020-05-02 00:00:00 +0000 UTC,113
mississippi,copiah,2020-05-02 00:00:00 +0000 UTC,114
illinois,dekalb,2020-05-02 00:00:00 +0000 UTC,114
mississippi,lamar,2020-05-02 00:00:00 +0000 UTC,114
virginia,frederick,2020-05-02 00:00:00 +0000 UTC,115
washington,chelan,2020-05-02 00:00:00 +0000 UTC,117
arkansas,garland,2020-05-02 00:00:00 +0000 UTC,117
hawaii,maui,2020-05-02 00:00:00 +0000 UTC,117
mississippi,attala,2020-05-02 00:00:00 +0000 UTC,117
florida,putnam,2020-05-02 00:00:00 +0000 UTC,117
texas,shelby,2020-05-02 00:00:00 +0000 UTC,117
pennsylvania,washington,2020-05-02 00:00:00 +0000 UTC,118
